date,sp500_usd,smi_chf,usdchf,gold_usd,us_gov_bonds_usd,ch_gov_bonds_chf,ch_inflation
2011-06-30,-0.018257461652479323,-0.0560879335484995,-0.020688843863300166,-0.021876408003024594,-0.023230353311072593,0.008727329418010354,-0.002
2011-07-31,-0.02147442530666621,-0.06525216912571019,-0.03823075160303291,0.08387139446496517,0.04414534279728155,0.019917014497222718,-0.008
2011-08-31,-0.05679110795232889,-0.044062709990230764,0.0222777432940775,0.12295028260667151,0.09667564109244808,0.01997038747433022,-0.003
2011-09-30,-0.07176198808089651,0.0005824732174928293,0.09587346089255755,-0.11380911981730246,0.13206103960432114,0.011695462776506904,0.003
2011-10-31,0.10772303843744147,0.03606998461647648,-0.03935919975202751,0.06405821105522791,-0.03829247717977624,-0.005052536052117418,-0.001
2011-11-30,-0.005058715107011391,-0.013777044297061058,0.06829415069185418,0.012353583941147939,0.019890790600903818,0.013081805233403188,-0.002
2011-12-31,0.008532763666636134,0.05023077625462702,0.020625488029637484,-0.1029504160251361,0.03444922267937822,0.019964358995534948,-0.002
2012-01-31,0.043583062704985354,0.005771382513644507,-0.02881333829431154,0.10984799759632669,-0.003299596423863682,-0.011410691150248842,-0.004
2012-02-29,0.04058946376811723,0.02335485629026346,-0.020808228796191153,-0.01605479550589073,-0.025970143802346857,0.006319131126095945,0.003
2012-03-31,0.03133231453144192,0.020553359241571423,0.01263837113793942,-0.02374406398400397,-0.04235988846396299,-0.015907748583421588,0.006
2012-04-30,-0.007497452372495994,-0.022318932550184356,0.0018776714372548131,-0.0035344301452602256,0.04834260999743889,0.011485429286048898,0.001
2012-05-31,-0.06265072571454366,-0.04042424597751082,0.07008043374254913,-0.060598802061237245,0.09025354250973949,0.01253250568518749,0.0
2012-06-30,0.03955498222833631,0.037087807408563656,-0.005666147174663516,0.02617434087615811,-0.016782040328181647,-0.009802037350985171,-0.003
2012-07-31,0.012597574204787909,0.05479113804191549,0.014950719656421807,0.004365450576863106,0.03817243513209578,0.009060213345337464,-0.005
2012-08-31,0.019763369506085704,-0.001759615373610246,-0.02021233880628026,0.04601054056872855,-0.013188363911275758,-0.0050716275861579785,0.0
2012-09-30,0.024236153617775313,0.016886341935162363,-0.023525763141898803,0.05134750163457258,-0.025327566649829936,-0.0037599385005593344,0.003
2012-10-31,-0.01978940971629395,0.015278915526533376,-0.005292247961738772,-0.030263664572749427,-0.004840456846918806,0.004864440490611077,0.001
2012-11-30,0.0028467166850427716,0.03418738051411929,-0.0047840487210091265,-0.003842780544941804,0.011592280006920808,0.007596250341349364,-0.003
2012-12-31,0.007068230956284616,0.00026974807548563184,-0.01638286148678436,-0.02109999127406681,-0.024877160899395623,0.0014083997925313785,-0.002
2013-01-31,0.050428096466868855,0.0833162221663819,-0.0017531969245152546,-0.008478667798059503,-0.03185333332136453,-0.024742279637799736,-0.003
2013-02-28,0.011060648765041536,0.02744065810276508,0.019220632968604434,-0.04992173047865511,0.012387020373489932,0.006767299194226473,0.003
2013-03-31,0.03598772398287298,0.028971498927843564,0.022326112144239962,0.010838624697648402,-0.004194493956225065,-0.0012764609150746065,0.002
2013-04-30,0.018085767779890016,0.0118433514581191,-0.012789215857105574,-0.07687490212101367,0.04684918356312351,0.012608856144157077,0.0
2013-05-31,0.020762811683057825,0.005160475738575254,0.01771423850088616,-0.05406872587013445,-0.06760945288317999,-0.015143934758345634,0.001
2013-06-30,-0.014999301595580827,-0.03321623281555641,-0.009237688659761711,-0.12121207074327989,-0.032713388044254166,-0.028788558741961512,0.001
2013-07-31,0.04946207991308538,0.01788226223216638,-0.01616060533574748,0.07239742772585944,-0.02257948784538477,0.006191836632240433,-0.004
2013-08-31,-0.031298019479343964,-0.009521210376392308,0.0018071436320450385,0.06377624932553916,-0.013403867590801033,-0.0067131001726236095,-0.001
2013-09-30,0.029749523259195332,0.03571274806639324,-0.0280253197821565,-0.04985314576538591,0.006517464388252847,0.003290447620438952,0.003
2013-10-31,0.04459575276194472,0.02638669992638598,-0.005468390311124227,-0.0021862227018940583,0.014304810325172168,0.01161154092007366,-0.001
2013-11-30,0.028049471367328715,0.003632390419588072,0.006264893298584262,-0.05515261510010527,-0.027033025335397087,0.0034170597341112163,0.0
2013-12-31,0.023562791975445974,-0.007407822307744172,-0.020631633302435115,-0.0389412698885252,-0.018696778123600044,-0.02025878159711625,-0.002
2014-01-31,-0.035582905955811595,-0.0014202631189216275,0.01721144586545198,0.031782968962412506,0.06302809658014819,0.029351375755999776,-0.003
2014-02-28,0.0431170301781616,0.03467080404419587,-0.015701343127181078,0.06555926975944937,0.005240515841068882,-0.004376477646710786,0.001
2014-03-31,0.006932165418227054,-0.002537926597161899,-0.001688630516356815,-0.028757378006595724,0.007322137690636055,0.003956040078601841,0.004
2014-04-30,0.006200789153414155,0.002701718620187421,-0.004059541464985106,0.009505961461583112,0.020951620099060042,0.010507870652164408,0.001
2014-05-31,0.02103028007328045,0.023341666570661612,0.016644016856398824,-0.038592158800703436,0.029495245158756456,0.01247834121542879,0.003
2014-06-30,0.019058331749470137,-0.013833619207115677,-0.0076846114333380955,0.06117539718667908,-0.002513273506224434,0.007103786443709348,-0.001
2014-07-31,-0.015079830845342368,-0.016862431545459522,0.019865338988215298,-0.030640035182254888,0.006641904652409547,0.007831085577466368,-0.004
2014-08-31,0.037655295579825276,0.029571013674223545,0.0069770297457814046,0.0035120579321883394,0.04723745674539259,0.010823682198733309,0.0
2014-09-30,-0.015513837249453988,0.020345367571222184,0.039189545164144635,-0.05856279823348376,-0.02112291429840718,-0.0026981595005429737,0.001
2014-10-31,0.023201460667203078,0.0002988775622201345,0.005468470622821187,-0.032548553832352334,0.0281854618392412,0.0012680991719213885,0.0
2014-11-30,0.02453358864631494,0.03537988927375557,0.008932156061058683,0.0035009612086160935,0.029673643152750007,0.015788717617970516,0.0
2014-12-31,-0.004188587515997044,-0.01826026718474172,0.024776053149863086,0.00740305786561013,0.03251420016125017,0.004238709093346671,-0.005
2015-01-31,-0.031040805838410623,-0.0665941875455418,-0.06680557172650936,0.07990537514580853,0.09815773871282096,0.04378349728694486,-0.004
2015-02-28,0.0548925108906233,0.07506149569789256,0.03262871275549717,-0.05154479813379942,-0.06138382763409056,-0.012490899167991176,-0.003
2015-03-31,-0.017396107114219572,0.012696190687799147,0.015494454502997801,-0.02432789097306831,0.010921620148128586,0.011108142798121445,0.003
2015-04-30,0.008520819822535275,-0.005680848123186033,-0.027973072424177015,-0.0005916247031687583,-0.03425152509385254,-0.008660520758287271,-0.002
2015-05-31,0.010491382304589791,0.01770053935617444,0.0028714568103076488,0.005920162259357875,-0.02372439550593286,0.008574614664778268,0.002
2015-06-30,-0.021011671979729973,-0.04945770372357006,-0.018133654090171092,-0.015049625060232108,-0.040720041994715905,-0.023901135943335206,0.001
2015-07-31,0.019742029435184882,0.07371214989192199,0.04579328575776631,-0.06538623609555061,0.04546035646563884,0.014441003382098083,-0.006
2015-08-31,-0.0625808182558657,-0.06402200602706776,-0.007435714946122052,0.033518997491588376,-0.006895120338241911,0.008511338014191905,-0.002
2015-09-30,-0.026442831280001355,-0.035259483669787484,0.010300732136808266,-0.01422762100856445,0.019668208592632075,0.0031647568808959026,0.001
2015-10-31,0.08298311781266654,0.049949459331853685,0.018228585589168622,0.023307933662034985,-0.004088118770196214,0.009626077849833603,0.001
2015-11-30,0.0005048691103348713,0.006091436220294177,0.04197434317482185,-0.06631620777212,-0.008676623600062383,0.008493193826133894,-0.001
2015-12-31,-0.017530185032692547,-0.01946045003688812,-0.040962947688621965,-0.005160442623405204,-0.00297148907677125,-0.02256318524104961,-0.004
2016-01-31,-0.0507353220469523,-0.056506599758752274,0.026113410870451714,0.052909528437672826,0.05573042328526956,0.01985116550009902,-0.004
2016-02-29,-0.0041283603090035426,-0.05723444550932366,-0.01686726743224176,0.10524901238843065,0.030859648975418708,0.0189151027322787,0.002
2016-03-31,0.06599111444005845,-0.00455653143094692,-0.03185508589928232,0.0002430721710657835,-0.0009333242849470791,-0.009321420775833755,0.003
2016-04-30,0.0026993982833325436,0.019590434580804894,0.0012953717530388431,0.044563281620435546,-0.007365238158659193,-0.01291761659849855,0.003
2016-05-31,0.015324602525288444,0.03210333332290638,0.025978051030508986,-0.057710134317117356,0.008054806909816747,0.008159019220505437,0.001
2016-06-30,0.0009109212401243738,-0.02388753513056341,-0.012135585206022426,0.08528150429848669,0.06934159698892817,0.029407214110848345,0.001
2016-07-31,0.035609800753315435,0.013347667346899073,0.00026549926522090317,0.023209932508562403,0.021024591530486303,-0.004828802129264065,-0.004
2016-08-31,-0.0012192428990193127,0.009219618773906646,0.0036344029306454306,-0.03120828434835987,-0.010134148778674246,-0.011049027728415761,-0.001
2016-09-30,-0.0012344511393173052,-0.007695576403851878,-0.017282249087868795,0.00489710329367532,-0.015084424317998946,0.007980209552507,0.001
2016-10-31,-0.01942567890903446,-0.03824415257057967,0.02203706112138426,-0.03182825498668318,-0.04380612517757654,-0.016625473906985988,0.001
2016-11-30,0.034174521829295035,0.0060617375654441474,0.02457995171334937,-0.079197759474538,-0.08213744121841282,-0.025762905441265138,-0.002
2016-12-31,0.01820076244186586,0.04376785554961504,0.005377297538572856,-0.017765671302238273,-0.004625796304957408,0.007189577932123381,-0.001
2017-01-31,0.01788435819838252,0.008737402352602341,-0.022357631861874228,0.05095650050951095,0.00814230901234314,-0.011090358463787253,0.0
2017-02-28,0.03719816006681631,0.030647446715467597,0.015195659331855627,0.03640575946451463,0.01584589642238554,0.01606166336440773,0.005
2017-03-31,-0.0003891971352694146,0.013232225360816807,-0.008945272865718334,-0.004231140716199788,-0.006551014688862322,-0.010373859705307575,0.002
2017-04-30,0.009091208748854607,0.017759814442865673,-0.006067348172413944,0.015072497411890318,0.015731941509714797,-0.0004991275118221283,0.002
2017-05-31,0.011576251246328662,0.023145054605551607,-0.018634926115342787,0.0046599988372419965,0.01887869340835735,0.009239358989133528,0.002
2017-06-30,0.004813775207812565,-0.012171940354632982,-0.021048532123193353,-0.024606956625884413,0.007918866016643156,-0.014020651621763691,-0.001
2017-07-31,0.019348826001101882,0.01662873993150704,0.014519000548689709,0.020875332822895,-0.006583673425587522,-0.0057124925919971314,-0.003
2017-08-31,0.000546433019853243,-0.014306991130590863,-0.005643981964546851,0.03915993726669087,0.034087270699381556,0.01747412164195361,0.0
2017-09-30,0.019302978562167672,0.025994180746966355,0.007139135994272294,-0.02636373838259154,-0.02322933091185153,-0.01283857609036243,0.002
2017-10-31,0.02218813506615125,0.009251443841838736,0.02487172700435969,-0.011314865392118567,-0.00038477065291675494,0.006080569864527652,0.001
2017-11-30,0.028082627806563343,0.00828698925358351,-0.010324513117671907,0.004893410553965971,0.007431371933272812,-0.0008396148548052151,-0.001
2017-12-31,0.009831630594270502,0.00677134311841221,-0.005840825413393813,0.025997564346263102,0.01812573597649858,0.0019323268573236962,0.0
2018-01-31,0.05617870412552817,-0.004953141109613979,-0.04506999176180604,0.025032496325182008,-0.03255554173977793,-0.016530593853637976,-0.001
2018-02-28,-0.0389473718793677,-0.045956305017548105,0.0051038857721434905,-0.0175504107542942,-0.030414567320718122,0.004643782351381187,0.004
2018-03-31,-0.02688449860055664,-0.018572097577962965,0.01771413248581233,0.005549257946123154,0.02859691388814345,0.002739298630444864,0.004
2018-04-30,0.0027187749953683227,0.01662173003768519,0.03358790419712743,-0.004989490030709476,-0.02088101242667606,-0.003414749729733657,0.002
2018-05-31,0.0216083418545836,-0.048311616094457666,0.0004756379565724611,-0.01223216546361583,0.020043877357867945,0.011307183986008829,0.004
2018-06-30,0.00484243626760783,0.01801472231200374,0.009114100045702234,-0.037535518555654956,0.0064577261393650165,-0.0003388062543280279,0.0
2018-07-31,0.03602155617289915,0.06563022385744532,-0.009532955048768832,-0.022057137840039376,-0.014368432406067111,-0.007679297259783335,-0.002
2018-08-31,0.030263211276748248,-0.021883942053841254,-0.019715052549183154,-0.019122254864308075,0.013119978899011953,0.010334022294139933,0.0
2018-09-30,0.0042942874264617625,0.012751981325345385,0.008651658102678095,-0.007331540839906392,-0.02864285342361983,-0.0150016941105372,0.001
2018-10-31,-0.0694033560936963,-0.007243634337986027,0.02868024435842975,0.01745702797156956,-0.029305665005159853,0.004326767794314401,0.002
2018-11-30,0.01785935665477978,0.0017290326379535426,-0.0090547462437508,0.006516457993535951,0.017872385255804035,0.00964999661867516,-0.003
2018-12-31,-0.09177689467997252,-0.06732420165136155,-0.012350592626033219,0.04761522699656795,0.058535004155796155,0.014166492070231795,-0.003
2019-01-31,0.07868440166582613,0.06405866905602586,0.010065040325244023,0.03238668603799488,0.0037857282104023504,0.006975733172226439,-0.003
2019-02-28,0.029728889343927145,0.04678986365336857,0.007045767008292181,-0.005228387208488505,-0.013764244375648604,-0.0032034748552528525,0.004
2019-03-31,0.01792425624958849,0.009468524667746614,-0.005667118085235456,-0.015082303543330622,0.055716895587177406,0.012347822708142608,0.005
2019-04-30,0.03931349831373798,0.030798198264289978,0.024597138560082277,-0.007888593327049498,-0.019910780309959297,-0.009690961539614684,0.002
2019-05-31,-0.0657777313668354,-0.02515519959888901,-0.01216524211193093,0.01792952847250917,0.06839217699882316,0.021258700116455698,0.003
2019-06-30,0.0689301639982407,0.03929657004789311,-0.030042660329043125,0.07956800310812806,0.009500923114278415,0.0056170784683922115,0.0
2019-07-31,0.013128152166957952,0.0021245490488266405,0.013362022982803978,0.011633698646601465,0.0025653369059395192,0.019900670601327164,-0.005
2019-08-31,-0.018091627240523933,-0.0023811370938746634,-0.003940579403870492,0.06521281929185174,0.11049134717641884,0.026486823114098668,0.0
2019-09-30,0.017181177931020697,0.018459617575824927,0.005173414563655054,-0.03515240950054355,-0.026799595926599973,-0.028336383924281172,-0.001
2019-10-31,0.020431770513684056,0.014040037983759968,-0.0018064255961802722,0.031179692136612758,-0.011131421021598253,-0.01564026407183927,-0.002
2019-11-30,0.034047037714499906,0.026753887398643927,0.00935182667619272,-0.03030306212009004,-0.004071230194513831,0.002979180919580049,-0.001
2019-12-31,0.02858981890573009,0.011788560306402518,-0.029778800230523483,0.03677676399558738,-0.03197507824118151,-0.014191348607829557,0.0
2020-01-31,-0.0016280928190489652,0.001030377178571129,0.0008052469660939643,0.04172426746565483,0.0769112576036104,0.029422907938631226,-0.002
2020-02-29,-0.08411048363840312,-0.07497728786563274,-0.0006808287825365023,-0.011876965404106432,0.0662651667910259,0.00524753239271325,0.001
2020-03-31,-0.12511928240892822,-0.05280325023157406,-0.00903228021437108,0.012339395901399985,0.06376662491122453,-0.03344208773926571,0.001
2020-04-30,0.1268440381652789,0.03409398613965675,0.01447921030301047,0.06366043021573997,0.01218937822462074,0.011139278872072778,-0.004
2020-05-31,0.04528181966555822,0.020986752606813486,-0.010165348875054825,0.03129086496263023,-0.017618783105220803,-0.007177446110632202,0.0
2020-06-30,0.01838839651392421,0.021747422335317124,-0.013433613409215006,0.03229890885911102,0.003366346396592945,-0.005043547428237871,0.0
2020-07-31,0.055101321480443666,-0.003922174034478809,-0.04473999106666726,0.09470164463364483,0.044351202851284244,0.015566530450489502,-0.002
2020-08-31,0.07006466690171775,0.012958272082039146,-0.0053935477792728115,0.002445448664359917,-0.05046547565560533,-0.010503155268564601,0.0
2020-09-30,-0.039227970178423055,0.005075243190141299,0.017529874223378483,-0.040709481896636035,0.007734641516011775,0.011128032965555423,0.0
2020-10-31,-0.027665786221379718,-0.058883833255619855,-0.004491806273488996,-0.005350980442880848,-0.033852324528625743,-0.0008464294224471702,0.0
2020-11-30,0.10754563544385909,0.09275741598302245,-0.012105217162875936,-0.05417069986132983,0.016638981796601504,-0.0022029772049260155,-0.002
2020-12-31,0.03712145909357001,0.021675330708890383,-0.025048940500295935,0.06611478720635433,-0.012276194199891899,0.0022078410283836725,-0.001
2021-01-31,-0.011136660755445171,-0.010505917944190646,0.007973181087428172,-0.02419308401482423,-0.0363282034851834,0.000567480233616191,0.001
2021-02-28,0.026091451377448394,-0.006499807058300666,0.019087111045227312,-0.06452664434118571,-0.05732916387556242,-0.01702780983475083,0.002
2021-03-31,0.042438632533165155,0.049908707884069425,0.03988654469380948,-0.008274941820402448,-0.05245276141182409,0.005074332011966609,0.003
2021-04-30,0.05242532134755851,-0.0022657223549121808,-0.03471423425512743,0.031217177311076982,0.024950610239463655,-0.007137671979705051,0.002
2021-05-31,0.00548648867060697,0.03663564656863416,-0.009779948695415652,0.07650084730180629,2.1542739705449065e-05,-0.008767415560674285,0.003
2021-06-30,0.022214009565834747,0.04520939408966096,0.02309715561665393,-0.06922467867115634,0.04419128566224373,0.013090285728944773,0.001
2021-07-31,0.02274805482838871,0.014577967994197527,-0.016483865710455126,0.023605108202631175,0.03716673318392538,0.02426064107923498,-0.001
2021-08-31,0.028990416255438634,0.024287728254821284,0.012652923965447371,0.001324078366097714,-0.003401528882388982,-0.005879346086531512,0.002
2021-09-30,-0.047569168801901096,-0.0619332303457627,0.018611390753163315,-0.032892535080922825,-0.029070250258429797,-0.019655454287994534,0.0
2021-10-31,0.0691438364006065,0.040001865479313725,-0.024308295830947624,0.01578074995803025,0.024650077555927075,-0.010291120799934328,0.003
2021-11-30,-0.008333706184746159,0.004255020217334593,0.012429524603345676,-0.005272027153147785,0.027714665327273513,0.02079603225451665,0.0
2021-12-31,0.04361291346206486,0.05888058834248633,-0.009936389719198191,0.03039018107578384,-0.020138105603482614,-0.008429881648895465,-0.001
2022-01-31,-0.052585165027393854,-0.05040207283061038,0.01907629172863401,-0.017783857729138153,-0.03913858575068474,-0.014017787780115643,0.002
2022-02-28,-0.031360491945908286,-0.0196226224608812,-0.004868270680484343,0.0581615734897285,-0.01633029707061362,-0.0159805240101778,0.007
2022-03-31,0.03577328837154625,0.014578560381826922,-0.003914325475349423,0.02621876704101611,-0.05444384158513482,-0.03884649629267034,0.006
2022-04-30,-0.08795671180434306,-0.002694603974639276,0.05279696622515373,-0.020469886796252945,-0.09423858614985858,-0.01732832126157524,0.004
2022-05-31,5.317770464463578e-05,-0.0426572784695467,-0.013862296894430526,-0.03488194414341905,-0.02253320408608428,-0.0020515652134900364,0.007
2022-06-30,-0.08391999993382682,-0.07494112936250164,-0.004226559724197609,-0.020947509962970345,-0.01274560774968203,-0.013656463328794666,0.005
2022-07-31,0.09111639173021002,0.037677337728642346,0.0002514916465543582,-0.022836844814264734,0.02431006415570125,0.0671043393819657,0.0
2022-08-31,-0.04244012827299837,-0.026097454468479664,0.020431275296627582,-0.028419067951734434,-0.045530681713091936,-0.026340569864445218,0.003
2022-09-30,-0.09339567201327437,-0.05412057395985137,0.0010370469016931505,-0.02942551551685535,-0.08235085411990672,-0.04320764701502244,-0.002
2022-10-31,0.0798634138370089,0.05457776134250314,0.022032375777598423,-0.015940808235575088,-0.05964429652678238,0.014258566502102887,0.001
2022-11-30,0.053752893352493114,0.02769133642381716,-0.04225169537140239,0.06730238641898212,0.07151037993825526,0.001393921447752522,0.0
2022-12-31,-0.05897147407473047,-0.03579954990137635,-0.03296621345834183,0.042210739502792194,-0.026200478100495195,-0.0456949577441893,-0.002
2023-01-31,0.0617528578346791,0.05185563615452793,0.0026331062735591715,0.060339644872449805,0.07643647060527736,0.029672930912092443,0.006
2023-02-28,-0.02611249393181858,-0.01660768325462103,0.011153389331433061,-0.05213784689605472,-0.04850549151795114,-0.01055624842190983,0.007
2023-03-31,0.03505161257710898,0.0007109728272873816,-0.023749418908853848,0.0766034084508378,0.04839371891712152,0.026744723662808,0.002
2023-04-30,0.014642341662481018,0.029794008330409794,-0.021349292291934163,0.010716087143695985,0.003383340944391744,0.010401207939291002,0.0
2023-05-31,0.002482347368192972,-0.01917000288004289,0.013335095484922288,-0.013165143205511987,-0.030153163077442646,0.026608846974016886,0.003
2023-06-30,0.06472746490423464,0.005562578397594775,-0.007352599579832697,-0.02179339492645238,0.0021713503548144164,-0.009336693937683993,0.001
2023-07-31,0.031138932355010862,0.0025673064112017308,-0.032608939198542464,0.025714447473768498,-0.02544281451522601,-0.002437225868888948,-0.001
2023-08-31,-0.017716390070854016,-0.01620795408073039,0.009530699249607144,-0.0163918035159224,-0.031420739173148804,0.012881018238785957,0.002
2023-09-30,-0.048719367465624885,-0.014601017662378424,0.04173737043807524,-0.046486419283759406,-0.07951142253247279,-0.01950303732723091,-0.001
2023-10-31,-0.02197968873798295,-0.052204117640352043,-0.013883446320829052,0.07418428515614828,-0.0546317029276836,-0.002243555029700861,0.001
2023-11-30,0.08917926878197013,0.044572516377915816,-0.03186039696565135,0.026647202153533778,0.09923886103008961,0.031118132060443893,-0.002
2023-12-31,0.04422923115636013,0.026115843129859817,-0.034305841203427945,0.011922833545408684,0.08685771146565169,0.012266561089327777,0.0
2024-01-31,0.015895707598991615,0.017560920349910303,0.021936030030744513,-0.006788208234537851,-0.022451525601431266,-0.0036598292728702297,0.002
2024-02-29,0.05172064062372317,0.009307061956862928,0.019550733418762123,-0.0013180781588525425,-0.022522234104825123,0.006121268332630159,0.006
2024-03-31,0.031018779915342964,0.02548936930571699,0.02544642436221145,0.08393212849886278,0.007828872576493673,0.015574719049074703,0.0
2024-04-30,-0.04161507173789869,-0.04002577431160281,0.01070948095333013,0.033372419617130555,-0.06455459608758596,-0.010974921144744298,0.003
2024-05-31,0.0480211901511991,0.06570962604668451,-0.008136408456225652,0.013747054788550983,0.02886978745123092,-0.015796803329549247,0.003
2024-06-30,0.03466980128308328,-0.0005858141192839339,-0.0053027289228849694,0.0020664036462707536,0.01817132563276247,0.03234699969490662,0.0
2024-07-31,0.011321316887868749,0.026981402058773307,-0.01835238251413096,0.04244535416963191,0.03629942027297539,0.016372859891145675,-0.002
2024-08-31,0.022834706936630367,0.009673228358005881,-0.03978326001715904,0.027735441511693715,0.021112296404180775,0.0024739857349564964,0.0
2024-09-30,0.020196884090601275,-0.021526779440832144,-0.0076038255240671315,0.05706153101368083,0.0199943790463617,0.005125449157834749,-0.003
2024-10-31,-0.009896743303151712,-0.030894420902849662,0.030696002127470923,0.038769374221692354,-0.054548707539275876,-9.447132562945271e-05,-0.001
2024-11-30,0.057301295482098835,-0.0024353363503492043,0.01851555741111488,-0.02968997092298853,0.01987218291685444,0.015252402036849633,-0.001
