Scenario,Bootstrap,Median-path CAGR,Median-path Vol (ann.),Median-path Max Drawdown
BASIC,IID,0.0030591490326852266,0.07833410632133156,0.2849229652174069
BASIC,BLOCK,0.009351770054647934,0.07389923379389941,0.2853477722796951
BASIC,REGIME,0.010573231123578664,0.07568849122552208,0.33754989947613867
OPTIMIZED,IID,0.016009543158310047,0.08859717001422487,0.3078098780771238
OPTIMIZED,BLOCK,0.01857139580168954,0.08455593614571083,0.22350540718563217
OPTIMIZED,REGIME,0.018434599068862134,0.0867998614109477,0.22587079574370983
